"Series Number",Filename,Name,Description,Gender,"Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strength. Weakness",UUID,Hash
333,Waforte-the-first,"waforte the first","masked up man who does sleep a lot",male,"Hair: bald Eyes: closedTeeth:none Skin: darkskin Clothing: jean ankara Accessories: none Expression: shy Strength:  Weakness: selfish",871912a8-d96e-4594-b7b3-450d94ee6924,bfe96885aeb8bd29539cf5f30d8d678d559ea68c5bdb6cd65ad4096a3a364d72
334,Kariuki-the-prayerful-one,"kariuki the prayerful one","kariuki closes his eyes",male,"Hair: bald Eyes: closed eyes Teeth: Skin: Clothing: Accessories: Expression: bored Strength: intelligent  Weakness: passive",6a5b6fa6-0f91-4b01-957f-c766945eb704,3d0675e3f739a162b822fb8ceb635aad551125295e8e17c2b13ec1535e42883b
335,Kenyanese-the-priest,"kenyanese the priest","masked up man with with white cloth",male,"Hair: bald Eyes: white Teeth: none Skin: darkskin Clothing: white jean shirt Accessories: none Expression: calculative Strength: kind Weakness: takes things personally",0706c338-42eb-4d26-84ea-c24b39628200,fdd7ed26c8d0556d29f20f42206f8d9af7061726e369e688be9d6caf6e1be3db
336,Nyimbo-the-singer,"nyimbo the singer","glasses and a pot for the night",female,"Hair:dreadlocks Eyes: glassed up Teeth:none Skin: brownskin Clothing: off shoulder ankara Accessories: a pot Expression: free spirited Strength: fair Weakness: impatient",d05af807-b3e9-4ad3-8df1-b7864d2daa33,a4d374e250e52300e3c1dfaf91bd9e0b6216b14913ead0d904b9dffc7e5629d4
337,maathai-the-nobel-winner,"maathai the nobel winner","mathaai the warrior",female,"Hair: pink afro Eyes: glassed up Teeth: none Skin: brownskin Clothing: colored ankara Accessories: noneExpression: strict Strength: leadership  Weakness:short sighted",0871cb8c-8d56-445d-92c7-01793f327707,c16076997ae3b463bca07b7dab15d063be6cb67ba6fe25840c4d9c650bc1e738
338,Tish-the-angry-one,"tish the angry one","angry tish with specs on",female,"Hair: black huge afro Eyes:  none Teeth: broken teeth Skin: brownskin Clothing: offshoulder ankara Accessories: none Expression: disgusted Strength: blunt Weakness:greedy",750a89dc-44ff-43bf-8211-b7776f1b5e52,7a21bc3df71574e84bac6d382a03486062ff5f6baae0da62397bab6867801122
339,Wamenza-the-winner,"wamenza the winner","wamenza the leader",female,"Hair: laid back Eyes: none Teeth: none Skin: brownskin Clothing: offshoulder ankara Accessories: noneExpression: meditative Strength: strict Weakness: impulsive",7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,24fc83ce7c476b538c25daf6b29e785ec35203702e24b7f72b8b50d03ec87b09
340,Isaya-the-track-king,"isaya the track king","isaya the traveller",male,"Hair: none Eyes: glassed up Teeth: none Skin: brown skin Clothing: bright ankara Accessories: none Expression: taken aback Strength: straight forward Weakness: selfish",41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,0cc4b887baed6ed6503da7fdbd5afb326bb0dc02743ba21afe97daf3ecb0e4c4
,,,,,,
"TEAM RULER",,,,,,
341,mansur-the-partyrider,"mansur the partyrider","Mansur is the life of a party and never caught dulling.",male,"Hair: none, Eyes: ash grey, Teeth: none,. Clothing: agbda, Accessories: studs, Expression:happy, Strength: intelligent, Weakness: red whine",78db0f29-3936-4d9c-bb90-3dbf20dba2dd,fbda024923a097f5bf4d095bcc0fe65b98b3ee68fb1a30109f95a26ae47e5a3b
342,tola-the-businessman,"tola the businessman","Tola loves business and owns several shops in idumota",female,"Hair: none, Eyes: midnightblack, Teeth: none,. Clothing: purple blowse, Accessories: mask, Expression:furious, Strength: powerful, Weakness: love",1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,8205e4b6ec6e1157ed679b06a85f7697ff127a3ea1eb9c757b7f925b36af0296
343,abdullahi-the-honorable,"abdullahi the honorable","Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,"Hair: none, Eyes: blue-blackish, Teeth: none,. Clothing: yoruba attire, Accessories: none, Expression:anxious, Strength: foreseer, Weakness:indecision",dd708276-445f-4483-8357-fc08e999328f,3e378537df4b1045d8986a07051b23ecb58b459787d7d72971ce49038b033386
344,ojukwu-the-badguy,"ojukwu the badguy","Ojukwu likes to oppress and cause trouble",male," Hair: bald, Eyes: eagle eyeball, Teeth: none,. Clothing: yellow lining blowse, Accessories: none, Expression: none, Strength: good eyes for fashion, Weakness: lack will power",76c1eabf-15ea-446a-8426-472982c4d800,11d427071a9c278bfb944051b5857ad2322ce39c23cabb03726d060c2a99a1f1
345,odunsi-the-egbonadugbo,"odunsi the egbonadugbo","Odunsi loves to advise and people in the community rely on him",male," Hair: none, Eyes: dark brown, Teeth: none, Clothing: one shoulder gown, Accessories: none, Expression: none, Strength: elegant, Weakness: easily depressed",2912ab8b-5875-4277-a5c2-a0209aee90ae,c74c11e38b2f474f75f2deaffa7257b67b9471b34ca5836c6e8dff51b8f3fe91
346,ogogo-the-sugardaddy,"ogogo the sugardaddy","A rich oil magnate who loves to 'solve' young women's problems with his millions",male," Hair: none, Eyes: cat eyes, Teeth: none, Clothing: purple danshiki, Accessories:nose mask, Expression: straight face, Strength: brave , Weakness: too selfless",aa575f30-04ad-45f9-a798-199465117793,7326e1bd47ef7f1943ae2762d0c849319dc42ca88a8deefd1aa57b20c9c85c3b
347,suli-the-amalaseller,"suli the amalaseller","Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female," Hair: low punk, Eyes: cat eyes, Teeth: none, Clothing:brown babarigai, Accessories:none, Expression: furious, Strength: wealthy, Weakness: too emotional",46fd4821-04dd-4f65-9290-c130a00c4c93,7afea5860b2baa227b928619d339141a7e4bc4371ae959e7f3ef441787233050
348,dolapo-the-afrocentric,"dolapo the afrocentric","Dolapo loves african prints and loves to showcase culture",female,"Hair:bald, Eyes: brown, Teeth: none, Clothing: one sided blowse, Accessories: nose mask, Expression: none, Strength: beautiful, Weakness: forgetful",cbab232b-5c62-4df8-867b-018a2e496cd4,87337bf33018763b02974bc606f666d4178c2d5813325889c7527fccbf4b0579
349,danjuma-the-saddist,danjuma-the-saddist,"Danjuma is a grumpy man no one likes to associate with him",male,"Hair: none, Eyes: sky blue, Teeth: none, Clothing:purple agbada, Accessories: neck beads, Expression: excited, Strength: outspoken, Weakness: boring",5a42af57-186e-425b-b6b1-f72bda4911ef,09223e880040d26023ae67b3fd7dc55e257a8103ab780c8b410d0d64c2bb9858
350,chinedu-the-farmer,"chinedu the farmer","An hardworking farmer who has 6 boys who help out on the farm",male,"Hair: none, Eyes: black, Teeth: brown, Clothing: one sided gown, Accessories: none, Expression: blushy, Strength: easily loved, Weakness: get angry easily",9e8a55d7-0d8d-465d-a628-08ddd387a2c6,4dfcae2268b158e15f5b293b30737481b3bc5b1871a0ad2f2110ae40fc79cdb4
351,kola-the-baldguy,"kola the baldguy","kola girls fall for his bald head and always barb it",male,"Hair: low cut, Eyes: mouse eyes, Teeth: none, Clothing: gbariye style, Accessories: nose mask, Expression: unhappy, Strength: good eyes for details, Weakness: sluggish",c32f1757-da9c-49e8-bd79-510a42b6971a,e4da97cf4c5ca0ec679609dcbf9e1a41b7af5f49375a9b3c6efccfce4182bf3a
352,bola-the-bosslady,"bola the bosslady","Bola commands boys and chill with men",female,"Hair: low cut, Eyes: brown, Teeth: none, Clothing: short orange gown, Accessories: nose mask, Expression: none, Strength: industrious, weaknes:spend lavishly",09ff910d-a2be-49d5-8b27-b9378458701c,dd3da923c7c80ee680b11dbcdf9ebccdaa919e03d4d3bafba8c78fd2c4fede30
353,kunle-the-alienguy,"kunle the alienguy","People feared kunle because of his alien's colour",male,"Hair: green punk, Eyes: green, Teeth: none, Clothing: purple agbada, Accessories: purple beads, Expression: unbothered, Strength: very energetic, weaknes:eaaily give in",dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,330324ae2c99fe1a6fee435fdd3908ea6b7bd0a814bff2c7088498888a89ccc6
354,segun-the-sharp,"segun the sharp","Segun drives with caution and people love him for that",male,"Hair: green punk, Eyes: black , Teeth: none, Clothing: orange buba, Accessories: nose mask, Expression: bitchy, Strength: team player, weaknes: none",f9159a9c-f48d-4aee-bcc1-63c86209f806,62b1ca15120ce790948e83dc4516fa2b210bec0a623011552ac3de224045b5d9
355,ola-the-hardguy,"ola the hardguy","Ola is feared by many and he leveraged on that",male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: purple buba, Accessories: none, Expression: sick, Strength: quick recovery power, weaknes: get ill frequently",a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,efd1cbad86c7fdcbacee09d33561a3f94c7070b0a3ddda214b95387973dc44d2
356,emeka-the-chief,"emeka the chief","Crowd are always at Emeka's house and people respect him",male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: pakaja attire, Accessories: none, Expression: bossing, Strength: easily comman respect, weaknes: not a ladies man",195e89c8-0b6f-43ad-9a2c-d20f03439e96,57ef726eb90625c2c0e7e06af6c205b5120b5c6968c4643cc512e067034a8463
357,ugochukwu-the-celeb,"ugochukwu the celeb","Ugochukwu has many followers on social media",male,"Hair: white blode, Eyes: closed eyes, Teeth: closed teeth, Clothing: black gown, Accessories: gold shades, Expression: bitchy, Strength: enterprising, weaknes: too emotional",74775cda-cff4-4d21-8819-693127598eca,e52722a87918cbbd6feaf5a6cb099575c369121102d7aeac13e5e3086b446658
358,adekunle-the-yorubademon,"adekunle the yoruba demon","A womans' man with no devotion to any of them",male,"Hair: gobi cap, Eyes: closed eyes, Teeth: closed teeth, Clothing: ghana dansiki, Accessories: gold shades, Expression: owanbe mood, Strength: from a walthy home, weaknes: disrespectful",5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,b463dc8cc84f250deda519a7bdc10c2d02e0de0bf05aa70d600dfc7ed5da07d2
359,favour-the-fashionista,"favour the fashionista","Combining dresses is not a problem for Favour",female,"Hair: black ghana weaving, Eyes: cat eyes, Teeth: none, Clothing: senegalese blowse, Accessories: gold shades, Expression: party rider, Strength: smart, weaknes: lazy",19fc15c3-80fe-4d45-a2fe-be8f087d57c4,244718ea40d4e976fd30452fc0038e92a4385590e4052926d4d77ec344470371
360,jane-the-slayqueen,"jane the slayqueen","Jane is always found in the midst of men and loves partying",female,"Hair: long grey braids, Eyes: closed, Teeth: black lips, Clothing: black short gown, Accessories: gold shades, Expression: happy, Strength:very intelligent, weaknes: have mood swings easily",74775cda-cff4-4d21-8819-693127598eca,61688ca5dc471a38daee2beceb4a9aa48252ef32ff7f3d99687ee8518b8e5dc3
,,,,,,
"TEAM VBELT",,,,,,
361,osas-the-ceo,"osas the ceo","Meet Osas, a Gen-Z CEO with the British accent.",Female,"Hair: purple dreadlocks, Accessory: gold glasses",b10f7e42-4778-49db-820b-dabbad75504a,decb4541e7424d5e6c95b98676bc65277b6042ca0fb66ca547c2e8da04dfa757
362,"nneka-the-rainbow babe","nneka the rainbow babe","Nneka, the happy rainbow babe with the vibes",Female,"Hair: pink, Accessory: Pink",e7e20ab8-03e0-4e0a-80aa-6e193f84426e,6a7da7ca311e9e0291cf07ad562efb092e17b45f32e6292923e7d657fa41394a
363,"temitope-the-spoilt girl","temitope the spoilt girl","Temitope, our favourite Daddy's girl.",Female,"Teeth: vampire teeth, accessory: gold glasses",10cbcbcb-754e-4175-b85d-d0c7eafa16a2,891fbc28097ec79a4b6ea38114a7ba86f1d1e2b1546c3269b251aa7a47dae8d9
364,"bekeh-the-party animal","bekeh the party animal","Baby Bekeh, Life of the party that goes home with your charger.",Female,"Hair: dark brown, Accessory: gold glasses",f0558235-3043-46e5-b26c-5bde83cc67fb,28932a15d0265a6e1a4e24434ae18b7668b0f1fd18358e6f718374d3e2db066d
365,"nana-the-tech lady","nana the tech lady","Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Accessory: gold glasses, beret, Hair: black",e0858913-7050-4c4a-a2a0-442a88463334,e456b8b1277e592fb4fbb60db76743dd2d5df8f688e105df758f74039bd5079d
366,rofiat-the-marketer,"rofiat the marketer","Rofiat, the distressed marketing intern.",Female,"Eyes: Brown, Hair: Purple dreadlocks",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,f9636253416fa17b376b7508ebcfd070b25e39bcf0fb56fcfdf3c4d2f7ae5b9a
367,zarifa-the-righteous,"zarifa the righteous","Meet Zarifa, a proper baddie for Christ.",Female,"Eyes: Blue Hair: Pink",c6955d16-c343-46bc-9bed-c069ea8cc65a,4f9edc95f589f208d70078d1c4beea8a32978c1f7a9cbbe5dc2f4c0ed0cb2abf
368,modinat-the-troublesome,"modinat the troublesome","Modinat, The queen of Gbas Gbos.",Female,"Teeth: vampire teeth, Accessory: brown glasses, Hair: long maroon hair",49eb44e8-1117-463b-b7b3-1bcea4258362,24bf0ca11d73fff6552078cbf691047f0781f45ab735fa2dd097d317b9d10fb6
369,amaka-our-mummy-g.o,"amaka our mummy g.o","Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,"Eyes: blue, Hair: dark brown",853edc40-0f9d-40c5-ba78-46067dfd7f68,45af2b34c908dc1bb8e38b43277908b40140fde8c59d8b9022bb4a4f391c2531
370,mawusi-the-patient,"mawusi the patient","Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,"Eyes: Blue, Accessory: beret, Hair: Black",ca9ddc30-141a-493d-851b-71d34f599641,d92c7fe6c463766d02beb8802c92a2ca379ff925c6170b492692667d3015c835
371,nesta-the-difficult,"nesta the difficult","Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Accessory: hair bands, Eyes: brown",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,38a33af25f00da82fdb358bbbc808e928d80b18d85399983bf28428610befd56
372,"adaora-the-choir mistress","adaora the choir mistress","Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female,"Accessory: choker necklace, Eyes: brown, Hair: black",df944505-da1a-424e-88aa-b9d365bd2775,9f7f09b8814df5ae466e3b8a25ca45eee165a0c2215f5b6c7d61ead5b8feeb36
373,"busayo-the-husband snatcher","busayo the husband snatcher","Miss Busayo, Can transplant your husband with the blink of her eyes",Female,"Eyes: brown, Hair: brown",73c8d935-4a71-41d2-a1de-066ae8d548e6,1f7f230349832005f7fff7a1747d01772c8e9926e016dd4d0ff4ed369b9cccb5
374,wangari-the-waitress,"wangari the waitress","Wangari, the aspiring musician that doubles as a waitress.",Female,"Accessory: Purple earrings, eyes: brown eyes, hair: purple dreadlocks",4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,a0b9ffa07f90928569c8248a13d3d993c6edf6b9e2cd593bc8481359fa426556
375,"charlene-the-shy lady","charlene the shy lady","Meet Charlene, the shy sweetheart next door.",Female,"Hair: brown afro, Eyes: brown",36539b84-ada0-43cb-92d4-30596e07a39a,b69d58f6719a88a813875d8f650ec0234feff2e4c126f506160bd32dcc57b295
376,addae-the-unretired,"addae the unretired","Mummy Addae, the hot grandma that has refused to retire.",Female,"Accessory: choker necklace, Eyes: brown, Hair: brown",ced7b53c-73de-4fc7-a652-2b17ebfe68c9,d74d996a6aed3992eeea6ca195da532dd78177c3347343b40931fe0faf7148d9
377,"abena-the-slay queen","abena the slay queen","Abena, the gang's slay queen",Female,"Eyes: squinting, Hair: long brown braids",1e4728e1-3e45-4972-9755-4a38e784ff91,b33ad1049b0733f0dffb77dd64fe6bb17c0090edba5abefc0ac02ddd7a152b08
378,"gasira-the-violence mama","gasira the violence mama","Sister Gasira, wipes people Oraimo cord for a living.",Female,"Teeth: vampire teeth, Hair: brown bun",ea72337f-658f-4198-9ad6-39bc6212c20d,835bfd4c1d310ff8fdec55d7d7947de2c3cd1c2994d74c3afc06e4076258c9e9
379,"salamatou-the-exchange student","salamatou the exchange student","Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Accessory: beret, Hair: Black, Eyes: Squinted",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,200deba9bd55df5fc7396e4b6344c2bac5914fbdf6af57dacc5a57b9a6ddf1f9
380,nguyen-the-foreigner,"nguyen the foreigner","Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Eyes: Squinted, Skin: White, Hair: dark brown",0381301b-b5a3-42c1-9f73-2c43c0b8493f,c7db4090a724d7f22fbe92908d98719aea23c4f64804680229999f88a46272ef
,,,,,,
"TEAM AXE",,,,,,
381,Olofi,Olofi,"Olofi is the Yoruba creator god and messenger.",Male,"Hair:None. Eyes: Sky Blue. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None.  Strength: Creation God. Weakness: Love",26340cc4-e334-494e-a737-f2b4bb9bb22e,ea8778ee8329be0b2cef832f11f16186b7586cd6ebd0571ee58db36c8bcced52
382,Amadioha,Amadioha,"Amadioha is the Igbo high god of thunder.",Male,"Hair: Bald. Eyes:Shut. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None. Strength: Thunder Bolt.  Weakness:  PalmOil",a0586a93-7aff-43cc-8282-d081b8d6fe90,71bceac1fe8ac158ff64a375eaba2dadd66164e4b6d4b33dccca5f8ed4738569
383,Sango,Sango,"Sango is the yoruba diety of thunder.",Male,"Hair:Shiny Bald. Eyes:None. Teeth: None. Clothing: AsoOke. Accessories: None. Expression: Cunning. Strength: Thunder Clap. Weakness: Mice",15e1775c-74fe-4a0b-b79c-49f6b730fa89,e8cd33b6c582672303ff9a88a930f87659fb0c70a0fc91c73329333beab406fd
384,Agwu,Agwu,"Agwu is the Igbo deity of health and divination.",Male," Hair: Shiny Bald. Eyes: Aquamarine. Teeth: None. Clothing: None. Accessories: None. Expression: Childlike. Strength: Healing. Weakness: Fire",311a6713-66c9-43ce-82d8-e3ce03a87a81,a14bed7a030282c44d7033e618ad0d2cd72653d2de60e9b78d0630dbfdda6947
385,Tano,Tano,"Tano is the master of the Ghana river Tano.",Male,"Hair: None. Eyes: Squinted. Teeth: None.  Clothing: Yellow Danshiki with patterns. Accessories: None. Expression: None. Strength: None. Weakness: None. ",9c34a73f-33ee-4577-aba8-0982c1656ba7,0e36204ba768ca789b319839a23ae789a8ae90a5e03adcb79872cd7455c27a36
386,Anansi,Anansi,"Anansi is a trickster god of stories of the Ghana people.",Male,"Hair: None. Eyes: Sleepy. Teeth: None. Clothing: Black Danshiki with patterns. Accessories: FaceMask. Expression: None. Strength: Illusions. Weakness: Mirrors",784f0f6b-4273-4a31-88d7-2455b96c9011,dc66eb81d1693e78086fea038c0bb62a2ffd4ca55a0fc76487c0e5a0462a348d
387,Nyame,Nyame,"Nyame is the omnipotent god of the Ghana region.",Male,"Hair:Bald. Eyes:Black, Teeth: None.  Expression: Serious. Clothing: Yellow Patterned Danshiki with black lining.  Accessories: Facemask. Expression: None. Strength: HeatBlast. Weakness: Cattles. ",f3af0bbd-0724-4696-89ff-ed67f63e6b4f,2ec95cedfc6e76b9e082670aaf1f16f3726380d5f8c78d7c9ca26cecff9048dc
388,Obatala,Obatala,"Obatala is the lord of all gods in the Yoruba land.",Male,"Hair: None. Eyes: Pitch Black. Teeth: None. Clothing: Yellowish Blue Native. Accessories: None. Expression: Mysterious. Strength: Oro Ase. Weakness: None. ",c447c120-830e-4543-9cb3-5917ba36bce8,68e4228a2d69e55255d17a0736f2a3894cb8b41c32b65dae99bdf9f360ab2f32
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,"Hair: Shiny Bald. Eyes: Midnight black. Teeth: None. Clothing: None. Accessories:None. Expression: Angry. Strength: Irongrip. Weakness: Food",dacbbb38-087d-4248-8085-13b619da0ef9,cb9411561bd63203f7f5e326ce81a80cc55d3d0a14cbcddbb4d9bf349d6ec6c5
390,Ogun,Ogun,"Ogun is the Yoruba God of iron and metal work.",Male,"Hair: Shiny Bald. Eyes: None. Teeth: None. Clothing: Whitish Blue Ankara. Accessories: None. Expression: Amused. Strength: Ironclaw. Weakness: Wood.",94c607b3-791e-40df-bd93-50926f094143,1b032c2b8ce075d93e7bd55a8f3ad8232b7cc1066520069aa0108774b5b43dec
391,Abosom,Abosom,"Abosom is the goddess of wisdom and knowledge of the Ghana people.",Female,"Hair: Fuzzy Brown. Eyes: None. Teeth: None. Clothing: Patterned Danshiki.  Accessories: Glasses and Pipe. Expression: Baddie. Strength: All knowing. Weakness: Ignorance",b3427836-627b-41e4-a2d0-c29473448343,5742edf4dc9b6689583d1d7bbee4b59018afcbc7a5313ef5e28cdb8f3017eaba
392,Oya,Oya,"Oya is the goddess of violent storms and winds of the Yoruba people.",Female,"Hair; Purple Braids. Eyes: None. Teeth: None. Clothing: Darkish Blue Buba. Accessories: Glasses. Expression: Bitchy. Strength: Seduction. Weakness: Dirt",22aaebe4-4659-44de-ab3d-c4dae11fe9f5,88d48e256c26babbc9301a2b1fe6c2920f009075992054a5821ade3d72f14412
393,Agbala,Agbala,"Agbala is the stylish goddess of the future for the Igbo region.",Female,"Hair: Black Knob. Eyes: None. Teeth: None. Clothing: Patterned Kente.  Accessories: Berret, Glasses and Gum. Expression: Unbothered. Stength: Foresight. Weakness: Wine",ca720bf9-5e47-4421-b38f-bc62162ae99e,daed970a29a023b853e64b771044c8992e584aac1583598c3f5ec0eb6b19d433
394,Njoku-ji,Njoku-ji,"Njoku-ji is the goddess of new yam of the Igbo people.",Female,"Hair: Light brown Cornrows. Eyes: None. Teeth: None. Clothing: Patterned Isiagu.  Accessories: Glasses. Expression: Blank. Strength: None. Weakness: None. ",3b795bad-91b4-4d0e-8ed8-bccbb226fc55,c47a2c4f20e18f47308c39e54733f3fdcedfef6ac13472b01ab1f491a97e3a26
395,Akonadi,Akonadi,"Akonadi is the goddess of justice and prophesies of the Ghana people.",Female,"Hair: Brown Wavy. Eyes: None. Teeth: Vampiric. Clothing: Yellow patterned Kento. Accessories: Glasses.  Strength: Scale Of Justice. Weakness: Anansi",2aebd094-3be5-4773-a7a0-361f6332a7d4,411dc8a6808317a95f9a8452d6033325c4b2b300e4b922dabf32f40fb3b1c7be
396,Onyame,Onyame,"Onyame is the goddess of the moon of the ghana region",Female,"Hair: Wavy Brown Curls. Eyes: Aquamarine. Teeth: None. Clothing: Drum Patterned Danshiki.  Accessories: Earrings. Expression: None. Strength: Moonbeam. Weakness: Erinle",fb148f97-d309-45a4-b902-4e066ca13f96,c5282e6f8ed0e2df15d9e3db32e0bed6147a9afada3c948974b930514ac5d245
397,Ibeji,Ibeji,"Ibeji is the goddess of balance and twin of the Yoruba people.",Female,"Hair: Purple Bun. Eyes: Midnight Black. Teeth: Vampiric. Clothing: Purpulish Black Buba. Accessories: Berret. Expression: Scary. Strength: Hammer of Justice. Weakness: Oya.",7b210c03-5446-462d-980e-c73dbbc1e386,5e98e5840082b587cda1f060363d3c726017437ff97c6ab7318cd8f2b762c5d4
398,Asase-ya,Asase-ya,"Asase-ya is the goddess of fertility and love of the Ghanaian people",Female,"Hair: Brown Curly bun. Eyes: Deep Brown. Teeth: None. Clothing: Multicoloured Kento. Accessories: Pipe. Expression: Amused. Strength: Lovefist. Weakness: Easily Deceived.",80b51092-3fbc-4d0c-8518-fc461ccb6c80,bd48d4babb3e80b40f1326acee6e100c7db4ec0eb7520bfa33aa977e7b4c1ba6
399,Yemoja,Yemoja,"Yemoja is the stylish yoruba goddess of the rivers.",Female,"Hair: Orange Pigtail. Eyes: Dark brown. Teeth: None. Clothing: Black Patterned Kento. Accessories: Hair Clip. Expression: Dismayed. Strength: None. Weakness: None.",1693b44d-96cf-4c2d-89be-9f4219c28447,933878c84da547b4ca8cb8e21a9f9060022227d211ddafa07e869452a2881f18
400,Yemaya,Yemaya,"Yemaya is the Ghana goddess of rivers and waters.",Female,"Hair: Orange Afro. Eyes: Brown. Teeth: None. Clothing: Yellow Patterned Kento. Accessories: None. Expression: Hopeful. Strength: None. Weakness: None.",9609d0f4-d9d3-4cff-aa06-a9c459fefa39,3f9704aabd904e99838ed34582aff8395f9b977132a8aa2f1f3b2635666cffda
,,,,,,
"TEAM BOOT",,,,,,
401,smirky-becky,"smirky becky","Becky ends every statement she makes with a smirk.",female,"Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Animal print dress. Accessories: Ankara beret.  Expression: Smirking. Strength: Curiosity. Weakness: Short sighted ",87bcc41f-eb3e-4ba2-9645-223c949a9b50,1a2b48c555a6485951f78303fcb999322920473bd0ce4927658ecaacfb6f283f
402,ankara-scarlett,"ankara scarlett","Scarlett is a tailor at yaba market and she loves what she does.",female," Hair: Orange bun. Eyes: Closed. Teeth: None. Clothing: Ankara mixed with black material dress. Accessories: None. Expression: Unethusiastic.  Strength: Fashion. Weakness: Shy",66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,158ec1870013841c4d836e91ed8a063f846f0f94ee576c6aaf1786d84d0918f1
403,sea-rastafaria,"sea rastafaria","Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!",female,"Hair: Purple dreadlocks. Eyes: Closed. Teeth: None. Clothing: Blue one hand dress. Accessories: None. Expression: Unfazed. Strength: Intellect. Weakness: Impatient",d1556c97-9075-49fc-8bde-1826bfc2dbe1,597d65cf705bb95be97b28673240ce466b7b87d8595b3c06ff5ee9797af2531a
404,pretty-betty,"pretty betty","Betty is always proud of her beauty.",female," Hair: Orange bob. Eyes: Closed. Teeth: None. Clothing: Orange one hand ankara print. Accessories: None. Expression: Stoic. Strength: Beauty. Weakness: Pride",6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,977b38bb5ba7a0009d787c5726ba8ee42f688a274bf4452f0584ff20e10b60d9
405,lola-medusa,"lola medusa","Lola knows how to seduce every guys she is into.",female,"Hair: Long red braids. Eyes: Closed. Teeth: None. Clothing: Geometric ankara print. Accessories: None. Expression: Unfazed. Strength: Seduction. Weakness: Narcissism",32ec57f7-8272-4671-ad2d-db3dff99fe9f,323c194e7f4c542f0c5806a9b51a84d3ca045689eed7eebfc6da4590c056e97e
406,bukola-nosend,"bukola nosend","Bukola is friends with many but always get moody.",female,"Hair: Brunette bob. Eyes: Brown. Teeth: None. Clothing: Blue and yellow ankara print dress. Accessories: None. Expression: Moody. Strength: Ideation. Weakness: Procrastination ",59d19b13-09e2-412e-a669-df020e03ae10,388864cbdd98ae4baaaa16ba6f116d1c654d6dd86a625f6d24c44eeb91e5a965
407,burna-morgan,"burna morgan","Morgan paints the town red with her red hair.",female,"Hair: Two brunette buns. Eyes: Brown. Teeth: None. Clothing: Ankara  dungarees. Accessories: Tobacco pipe. Expression: Happy. Strength: Fighting. Weakness: Bossy ",d08af477-de20-4780-8449-46b87840b9fa,f185b88640203a1f64ba5635b61eca5ad3ee30758d1c7630254eb93e7fbe7a3a
408,afro-star,"afro star","Bimbo is an afro star with great affluence.",female,"Hair: Orange afro. Eyes: Brown. Teeth: None. Clothing: Ghana kente cloth. Accessories: None. Expression: Inspired. Strength: Money. Weakness: Aggresive ",40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,600ccdce95410167ea6ac39d46effc9161cdda08f5cfef052af8a390b843b4a4
409,fiesty-sandra,"fiesty sandra","Sandra is a social animal, correct owambe ambassador.",female,"Hair: Brown bun. Eyes: Brown, Teeth: None, Clothing: Yellow ankara dress. Accessories: Purple bubblegum. Expression: None. Strength: Relating with people. Weakness: Short attention span",d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,20274046529f548949bd03c004d834706e6bc3c99d0643607f6bf4b2fb51208f
410,sister-nkechi-sabi,"sister nkechi sabi","Nkechi is the true definition of amebo, always in peoples business.",female,"Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Yellow patterned ankara dress. Accessories: Ankara beret.  Expression: None. Strength: Amebo. Weakness: Keeping quiet.",a728a380-1d33-4080-841d-80b041474d8f,62c851518b7893f0e0346cb60560c9e6e5936c7b3cfe66c91058e17a0c80d9c6
